timestamp,city,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,soil_temperature_0cm,soil_moisture_0_to_1cm
2026-05-13T11:00,Kolkata,22.5726,88.3639,31.4,64,0.0,0.0,1003.7,12.0,189,19,,
2026-05-13T12:00,Kolkata,22.5726,88.3639,32.7,60,0.3,0.3,1002.7,11.2,181,13,,
2026-05-13T13:00,Kolkata,22.5726,88.3639,32.9,57,0.3,0.3,1001.2,13.8,197,11,,
2026-05-13T14:00,Kolkata,22.5726,88.3639,32.2,60,0.6,0.6,1000.5,14.8,196,41,,
2026-05-13T15:00,Kolkata,22.5726,88.3639,32.2,61,0.4,0.4,999.6,12.8,194,11,,
2026-05-13T16:00,Kolkata,22.5726,88.3639,29.9,70,0.9,0.9,999.6,10.5,204,73,,
2026-05-13T17:00,Kolkata,22.5726,88.3639,30.8,71,7.1,7.1,1000.0,8.7,194,16,,
2026-05-13T18:00,Kolkata,22.5726,88.3639,30.0,74,0.0,0.0,1000.5,6.7,160,5,,
2026-05-13T19:00,Kolkata,22.5726,88.3639,29.5,77,0.0,0.0,1001.6,8.4,157,3,,
2026-05-13T20:00,Kolkata,22.5726,88.3639,29.1,79,0.0,0.0,1002.3,11.5,160,5,,
2026-05-13T21:00,Kolkata,22.5726,88.3639,28.7,81,0.0,0.0,1003.1,13.0,162,11,,
2026-05-13T22:00,Kolkata,22.5726,88.3639,28.3,83,0.0,0.0,1003.4,13.3,172,3,,
2026-05-13T23:00,Kolkata,22.5726,88.3639,27.1,87,0.0,0.0,1002.7,13.0,170,81,,
2026-05-14T00:00,Kolkata,22.5726,88.3639,26.9,89,0.0,0.0,1001.9,14.4,188,58,,
2026-05-14T01:00,Kolkata,22.5726,88.3639,26.4,89,0.0,0.0,1001.8,13.7,198,84,,
2026-05-14T02:00,Kolkata,22.5726,88.3639,24.9,95,1.8,1.8,1002.4,6.1,267,100,,
2026-05-14T03:00,Kolkata,22.5726,88.3639,25.4,96,1.0,1.0,1001.8,13.0,211,20,,
